Device Type,Device Family,Device Model,Recommended Software Version,Min. Supported Software Version ¹,Min. Cisco DNA Center Release,Cisco DNA Essentials license ²,Cisco DNA Advantage license,Inventory,Topology,SWIM,PnP,Cisco DNA Assurance,ENFV & Routing,Application Policy,Patching (SMU),IWAN,Cisco SD-Access³,,
Wireless,Cisco Aironet AP (1700 Series),AP 1700,IOS-XE 16.12.1S,IOS-XE 16.10.1e,1.1,Y,Y,Y,Y,Y,Y,Y,NA,NA,N,NA,Y,,
Wireless,Cisco Aironet AP (1800 Series),1800,AireOS 8.5.130,AireOS 8.5.120,1.1,N,N,Y,Y,Y,Y⁴,Y,N,Y,NA,N,Y,,
Wireless,Cisco Aironet AP (1800 Series),1800,IOS-XE 16.12.1S,IOS-XE 16.10.1e,1.1,Y,Y,Y,Y,Y,Y,Y,NA,NA,N,NA,Y,,
Wireless,Cisco Aironet AP (1815 Series),1815i,IOS-XE 16.12.1S,IOS-XE 16.10.1e,1.1,Y,Y,Y,Y,Y,Y,Y,NA,NA,N,NA,Y,,
Wireless,Cisco Aironet AP (1815 Series),1815m,IOS-XE 16.12.1S,IOS-XE 16.10.1e,1.1,Y,Y,Y,Y,Y,Y,Y,NA,NA,N,NA,Y,,
Wireless,Cisco Aironet AP (1815 Series),1815w,IOS-XE 16.12.1S,IOS-XE 16.10.1e,1.1,Y,Y,Y,Y,Y,Y,Y,NA,NA,Y,NA,Y,,
Wireless,Cisco Aironet AP (1815 Series),1815w,AireOS 8.5.130,AireOS 8.5.120,1.1,Y,Y,Y,Y,Y,Y⁴,Y,N,Y,NA,N,Y,,
Wireless,Cisco Aironet AP (1830 Series),1832i,AireOS 8.8.125,AireOS 8.5.120,1.1,Y,N,Y,Y,Y,Y⁴,Y,N,Y,NA,N,Y,,
Wireless,Cisco Aironet AP (1830 Series),1832i,IOS-XE 16.12.1S,IOS-XE 16.10.1e,1.1,Y,Y,Y,Y,Y,Y,Y,NA,NA,N,NA,Y,,
Wireless,Cisco Aironet AP (1840 Series),AP1840,AireOS 8.8.125,AireOS 8.9.111,1.3.1,Y,Y,Y,Y,Y,Y,Y,NA,NA,NA,N,Y,,
Wireless,Cisco Aironet AP (1840 Series),AP1840,IOS-XE 16.12.1S,IOS-XE 16.12.1,1.3,Y,Y,Y,Y,Y,Y,Y,NA,NA,N,NA,Y,,
Wireless,Cisco Aironet AP (1850 Series),1852e,IOS-XE 16.12.1S,IOS-XE 16.10.1e,1.1,Y,Y,Y,Y,Y,Y,Y,NA,NA,N,NA,Y,,
Wireless,Cisco Aironet AP (1850 Series),1852i,AireOS 8.8.125,AireOS 8.5.120,1.1,Y,Y,Y,Y,Y,Y⁴,Y,N,Y,NA,N,Y,,
Wireless,Cisco Aironet AP (2600 Series),AP 2600,AireOS 8.5.130,AireOS 8.5.120,1.1,Y,N,Y,Y,Y,Y⁴,Y,N,Y,N,N,Y,,
Wireless,Cisco Aironet AP (2700 Series),AP 2700,AireOS 8.5.130,AireOS 8.5.120,1.0,Y,Y,Y,Y,Y,Y⁴,Y,N,Y,N,N,Y,,
Wireless,Cisco Aironet AP (2700 Series),AP 2700,IOS-XE 16.12.1S,IOS-XE 16.10.1e,1.1,Y,Y,Y,Y,Y,Y,Y,NA,NA,N,NA,Y,,
Wireless,Cisco Aironet AP (2800 Series),AP 2800 E,AireOS 8.8.125,AireOS 8.5.120,1.1,Y,Y,Y,Y,Y,Y⁴,Y,N,Y,NA,N,Y,,
Wireless,Cisco Aironet AP (2800 Series),AP 2800 E,IOS-XE 16.12.1S,IOS-XE 16.10.1e,1.1,Y,Y,Y,Y,Y,Y,Y,NA,NA,Y,NA,Y,,
Wireless,Cisco Aironet AP (2800 Series),AP 2800 I,AireOS 8.8.125,AireOS 8.5.120,1.1,Y,Y,Y,Y,Y,Y⁴,Y,N,Y,NA,N,Y,,
Wireless,Cisco Aironet AP (2800 Series),AP 2800 I,IOS-XE 16.12.1S,IOS-XE 16.10.1e,1.1,Y,Y,Y,Y,Y,Y,Y,NA,NA,Y,NA,Y,,
Wireless,Cisco Aironet AP (3500 Series),AP 3500,AireOS 8.5.130,AireOS 8.5.120,1.1,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,,
Wireless,Cisco Aironet AP (3600 Series),AP 3600,AireOS 8.5.130,AireOS 8.5.120,1.1,Y,Y,Y,Y,Y,Y⁴,Y,N,Y,N,N,Y,,
Wireless,Cisco Aironet AP (3700 Series),AP 3700,AireOS 8.5.130,AireOS 8.5.120,1.0,Y,Y,Y,Y,Y,Y⁴,Y,N,Y,N,N,Y,,
Wireless,Cisco Aironet AP (3700 Series),AP 3700,IOS-XE 16.12.1S,IOS-XE 16.10.1e,1.1,Y,Y,Y,Y,Y,Y,Y,NA,NA,N,NA,Y,,
Wireless,Cisco Aironet AP (3800 Series),AP 3800 E,AireOS 8.8.125,AireOS 8.5.120,1.1,Y,Y,Y,Y,Y,Y⁴,Y,N,Y,NA,N,Y,,
Wireless,Cisco Aironet AP (3800 Series),AP 3800 E,IOS-XE 16.12.1S,IOS-XE 16.10.1e,1.1,Y,Y,Y,Y,Y,Y,Y,NA,NA,Y,NA,Y,,
Wireless,Cisco Aironet AP (3800 Series),AP 3800 I,AireOS 8.8.125,AireOS 8.5.120,1.1,Y,Y,Y,Y,Y,Y⁴,Y,N,Y,NA,N,Y,,
Wireless,Cisco Aironet AP (3800 Series),AP 3800 I,IOS-XE 16.12.1S,IOS-XE 16.10.1e,1.1,Y,Y,Y,Y,Y,Y,Y,NA,NA,Y,NA,Y,,
Wireless,Cisco Aironet AP (3800 Series),AP 3800 P,AireOS 8.8.125,AireOS 8.5.120,1.1,Y,Y,Y,Y,Y,Y⁴,Y,N,Y,NA,N,Y,,
Wireless,Cisco Aironet AP (3800 Series),AP 3800 P,IOS-XE 16.12.1S,IOS-XE 16.10.1e,1.1,Y,Y,Y,Y,Y,Y,Y,NA,NA,Y,NA,Y,,
Wireless,Cisco Aironet AP (4800 Series),AP 4800,AireOS 8.8.125,AireOS 8.5.120,1.1,Y,Y,Y,Y,Y,Y⁴,Y,N,Y,NA,N,Y,,
Wireless,Cisco Aironet AP (4800 Series),AP 4800,IOS-XE 16.12.1S,IOS-XE 16.10.1e,1.1,Y,Y,Y,Y,Y,Y,Y,NA,NA,Y,NA,Y,,
Wireless,Cisco Aironet AP (700 Series),AP 700,AireOS 8.5.130,AireOS 8.5.120,1.1,Y,Y,Y,Y,Y,Y⁴,Y,N,Y,N,N,Y,,
Wireless,Cisco Mobility Express for Aironet (1540 Series),1542d,AireOS 8.8.100,AireOS 8.8.100,1.2.5,Y,Y,Y,Y,Y,Y,Y,NA,NA,NA,NA,N,,
Wireless,Cisco Mobility Express for Aironet (1540 Series),1542i,AireOS 8.8.100,AireOS 8.8.100,1.2.5,Y,Y,Y,Y,Y,Y,Y,NA,NA,NA,NA,N,,
Wireless,Cisco Mobility Express for Aironet (1560 Series),1560,AireOS 8.8.100,AireOS 8.8.100,1.2.5,Y,Y,Y,Y,Y,Y,Y,NA,NA,NA,NA,N,,
Wireless,Cisco Mobility Express for Aironet (1800 Series),1800,AireOS 8.8.100,AireOS 8.8.100,1.2.5,Y,Y,Y,Y,Y,Y,Y,NA,NA,NA,N,N,,
Wireless,Cisco Mobility Express for Aironet (1815 Series),1815i,AireOS 8.8.100,AireOS 8.8.100,1.2.5,Y,Y,Y,Y,Y,Y,Y,NA,NA,NA,NA,N,,
Wireless,Cisco Mobility Express for Aironet (1815 Series),1815m,AireOS 8.8.100,AireOS 8.8.100,1.2.5,Y,Y,Y,Y,Y,Y,Y,NA,NA,NA,NA,N,,
Wireless,Cisco Mobility Express for Aironet (1815 Series),1815w,AireOS 8.8.100,AireOS 8.8.100,1.2.5,Y,Y,Y,Y,Y,Y,Y,NA,NA,NA,NA,N,,
Wireless,Cisco Mobility Express for Aironet (1830 Series),1832i,AireOS 8.8.100,AireOS 8.8.100,1.2.5,Y,Y,Y,Y,Y,Y,Y,NA,NA,NA,NA,N,,
Wireless,Cisco Mobility Express for Aironet (1840 Series),1840,AireOS 8.8.125,AireOS 8.9.111,1.3,Y,Y,Y,Y,Y,Y,Y,NA,NA,NA,NA,N,,
Wireless,Cisco Mobility Express for Aironet (1850 Series),1852e,AireOS 8.8.100,AireOS 8.8.100,1.2.5,Y,Y,Y,Y,Y,Y,Y,NA,NA,NA,NA,N,,
Wireless,Cisco Mobility Express for Aironet (1850 Series),1852i,AireOS 8.8.100,AireOS 8.8.100,1.2.5,Y,Y,Y,Y,Y,Y,Y,NA,NA,NA,NA,N,,
Wireless,Cisco Mobility Express for Aironet (1850 Series),1852i,IOS-XE 16.12.1S,IOS-XE 16.10.1e,1.1,Y,Y,Y,Y,Y,Y,Y,NA,NA,N,NA,Y,,
Wireless,Cisco Mobility Express for Aironet (2800 Series),2800,AireOS 8.8.100,AireOS 8.8.100,1.2.5,Y,Y,Y,Y,Y,Y,Y,NA,NA,NA,N,N,,
Wireless,Cisco Mobility Express for Aironet (2800 Series),2800e,AireOS 8.8.100,AireOS 8.8.100,1.2.5,Y,Y,Y,Y,Y,Y,Y,NA,NA,NA,NA,N,,
Wireless,Cisco Mobility Express for Aironet (2800 Series),2800i,AireOS 8.8.100,AireOS 8.8.100,1.2.5,Y,Y,Y,Y,Y,Y,Y,NA,NA,NA,NA,N,,
Wireless,Cisco Mobility Express for Aironet (3800 Series),4800,AireOS 8.8.100,AireOS 8.8.100,1.2.5,Y,Y,Y,Y,Y,Y,Y,NA,NA,NA,NA,N,,
Wireless,Cisco Mobility Express for Aironet (3800 Series),3800e,AireOS 8.8.100,AireOS 8.8.100,1.2.5,Y,Y,Y,Y,Y,Y,Y,NA,NA,NA,NA,N,,
Wireless,Cisco Mobility Express for Aironet (3800 Series),3800i,AireOS 8.8.100,AireOS 8.8.100,1.2.5,Y,Y,Y,Y,Y,Y,Y,NA,NA,NA,NA,N,,
Wireless,Cisco Mobility Express for Aironet (3800 Series),3800p,AireOS 8.8.100,AireOS 8.8.100,1.2.5,Y,Y,Y,Y,Y,Y,Y,NA,NA,NA,NA,N,,
Wireless,Cisco Mobility Express for Aironet (4800 Series),4800,AireOS 8.8.100,AireOS 8.8.100,1.2.5,Y,Y,Y,Y,Y,Y,Y,NA,NA,NA,NA,N,,
IOT Wireless,Cisco Industrial Wireless 3702 Access Point,IW3702-2E-B-K9,IOS 15.3(3)JJ1,IOS 15.3(3)JJ2,1.3.1.0,Y,Y,Y,Y,Y,Y,Y,NA,N,NA,N,Y,,
Security,Cisco Identity Services Engine,ISE,ISE 2.6 (Latest Patch),ISE 2.4 Patch 8,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,,
Virtual,ASA,ASAv,9.6.1,9.6.1,1.1,N,Y,Y,N,N,N,N,Y,N,N,N,N,,
Virtual,Cisco Cloud Services Router 1000V Series,CSRv,IOS-XE 16.6.3,15.3(1)S1,1.0,Y,Y,Y,Y,Y,Y⁴,Y,N,Y,N,Y,Y,,
Virtual,Cisco NGFWv,N/A,6.4.0,6.4.0,1.3.1.0,Y,N,N,N,N,N,N,Y,N,N,N,N,,
Virtual,ENCS,ENCS 5100,3.11.2,3.10.1,1.1,N,Y,Y,N,Y,Y,Y,Y,N,N,N,N,,
Virtual,ENCS,ENCS 5400,3.11.2,3.10.1,1.1,N,Y,Y,N,Y,Y,Y,Y,N,N,N,N,,
Virtual,Fortinet, N/A,Fortigate 5.6.2,Fortigate 5.4,1.3.1.0,Y,N,N,N,N,N,N,Y,N,N,N,N,,
Virtual,ISRv,ISRv,IOS-XE 16.6.3,15.3(1)S1,1.1,N,Y,Y,N,N,N,N,Y,N,N,N,N,,
Virtual,Palo Alto,N/A, 8.1.3, 8.1.3,1.3.1.0,Y,N,N,N,N,N,N,Y,N,N,N,N,,
Virtual,Riverbed,N/A,9.0,9.0,1.3.1.0,N,N,N,N,N,N,N,Y,N,N,N,N,,
Virtual,Silver Peak,N/A,7.3.9.0,7.3.9.0,1.3.1.0,N,N,N,N,N,N,N,Y,N,N,N,N,,
Virtual,UCS C-Series Rack Servers,UCS-C220,3.11.2,3.10.1,1.1,N,Y,Y,N,Y,Y,Y,Y,N,N,N,N,,
Virtual,UCS E-Series Blade Servers for ISR routers,UCSE on ISR43xx,3.11.2,3.10.1,1.1,N,Y,Y,N,Y,Y,Y,Y,N,N,N,N,,
Virtual,UCS E-Series Blade Servers for ISR routers,UCSE on ISR44xx,3.11.2,3.10.1,1.1,N,Y,Y,N,Y,Y,Y,Y,N,N,N,N,,
Virtual,WAAS,vWAAS,16.2,16.2,1.1,N,Y,Y,N,N,N,N,Y,N,N,N,N,,
Integrations,IPAM Module,Bluecat,8.2.x,8.2,1.1,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Integrations,IPAM Module,Infoblox,NIOS 6.8,NIOS 6.8,1.1,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
,,,,,,,,,,,,,,,,,,,
Legentd,,,,,,,,,,,,,,,,,,,
Y,Device is supported,,,,,,,,,,,,,,,,,,
N,Device is NOT supported,,,,,,,,,,,,,,,,,,
NA,Device and/or App/Functionality combination is not applicable for a given device,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Footnotes,,,,,,,,,,,,,,,,,,,
¹,Min. supported version will only support Discovery and Inventory,,,,,,,,,,,,,,,,,,
²,"For all devices not fully supported for Essentials in 1.2, will be fully supported in subsequent releases",,,,,,,,,,,,,,,,,,
³,For updated version on SDA Support go to click here to go to SDA Compatibility Matrix Page,,,,,,,,,,,,,,,,,,
⁴,PnP may require enabling TLS v1.0 on Cisco DNA Center appliance unless using TLS v1.1 compliant images:,,,,,,,,,,,,,,,,,,
5,SD-Access Extension for IoT,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
